ID,O3_index,O2_index,sigma_star,sigma_o3,u_g,g_r,r_i,i_z,class
23,0.905655199,0.444310876,2.206880658,2.258807328,1.687254235,1.052038273,0.654601492,0.09710686,3
24,0.113452527,0.540617452,2.348012892,2.447983894,1.894742012,1.379614934,0.365319054,0.519551194,2
25,-0.179359822,0.315840661,1.962172509,1.907609892,0.802599,0.407845,0.30042,0.03308,1
26,-0.397218846,-0.194896325,1.597258698,2.010689697,1.285579,1.229507,0.755696,0.408772,1
27,0.002813837,0.517817246,2.360467992,2.163124029,1.842559825,1.168514822,0.376766353,0.583608141,2
28,0.557661074,0.424400435,2.929418926,1.913393814,-0.511781,0.287277,0.172161,-0.38693,1
29,0.205328627,0.693872486,2.098768563,2.189990489,1.493035209,0.840037607,0.604898183,0.010163932,4
30,0.432482163,0.458353426,2.731839762,1.909619746,1.493195,0.505756,0.157812,0.380952,1
31,0.436315228,1.017816669,2.270505573,1.967064527,1.347881,0.096558,-0.137093,0.585123,1
32,0.609190525,0.359231654,2.929418926,1.88380663,1.030831294,-0.009388291,-0.182579003,-0.079430819,1
33,0.879619989,1.434066799,2.198796066,2.27485627,2.402539174,0.946181677,0.049068149,0.630675924,4
34,-0.015221054,0.253676219,2.040881275,1.907437858,0.866447,0.200447,0.242113,-0.361078,1
35,0.078643017,0.444085046,1.857156994,1.925241526,0.85965,0.500581,0.257771,0.300595,1
36,0.138418188,0.455864121,2.929418926,1.972550644,0.937813,1.273751,0.827749,0.575235,1
37,-0.575082113,0.18509757,1.76044226,1.860258478,1.105768,0.524416,0.333384,0.167135,1
38,-0.215182997,0.318530921,1.935203325,1.926206755,1.808065,0.873783,0.470586,0.450723,1
39,0.753830808,0.164793281,2.929418926,1.974705373,0.309716451,0.469382138,-0.567023589,0.561576205,1
40,0.225084534,0.396759986,2.013998063,1.89640983,0.654338942,0.58671006,0.301151998,0.005267463,1
41,-0.518418494,0.058716499,2.118299653,2.010510267,1.49116,0.726204,0.41667,0.25995,1
42,1.126801413,0.630364463,2.401132367,2.277015854,2.059658615,1.38450127,0.293844116,0.516928069,3
43,-0.620373373,0.155376122,1.592228003,1.846881717,0.404516,0.319216,-0.000666,-0.085945,1
44,0.004193418,0.612769994,2.929418926,1.938407184,0.770438716,1.127791239,1.848159045,-0.276078734,1
45,0.182380686,0.787358018,2.333325816,2.264753571,1.77656,0.95665,0.480152,0.34351,2
46,0.452440372,0.554629845,2.929418926,1.913377644,1.721331936,0.518278177,0.111646888,0.207398748,1
47,-0.033407492,0.620214156,2.322675519,2.350696874,1.964494,1.180098,0.500666,0.396785,2
48,0.224223267,0.412410272,2.08503735,1.881061155,2.092468206,0.236532338,-1.422558544,1.579430706,1
49,0.254394004,0.475550511,1.727090544,1.942162634,0.791879,0.647675,0.199203,-0.453424,1
50,0.216172002,0.438002602,2.11682195,1.940306309,4.814555714,0.671942908,0.112769377,0.407039213,1
51,0.04436632,0.135003014,2.295409736,2.214058416,2.278819058,0.968275942,0.513615,0.408521,2
52,-0.124503491,0.318293278,1.738939507,1.86038686,0.510082,0.305915,-0.27911,-0.737506,1
53,-0.043360995,0.419687308,1.978615324,1.907991734,2.589045634,0.118666743,-2.226606378,2.157377716,1
54,0.217098406,0.546816948,2.232094331,2.167354558,2.173702743,1.101547443,0.446179814,0.50598544,2
55,0.237850888,0.56724055,2.505215525,1.918883275,0.16555,0.060572,-0.492157,-0.812279,1
56,-0.009479814,0.317647856,1.95648654,1.889380619,0.48866,-0.434641,-0.127512,-0.894035,1
57,0.654305071,0.321907121,2.669794741,1.903248204,1.592422,0.12973,0.7361,-0.385716,1
58,0.197654641,0.958739957,2.451580795,2.402533587,1.995935,1.527783,0.652778,0.343186383,4
59,-0.54546395,-0.031366657,1.997014016,1.871447124,1.050535,-0.017048,-0.018371,0.307583,1
60,0.823590697,0.239257746,2.317586832,2.174610776,2.006712,3.166061,0.867398,0.264642,3
61,-0.096814068,0.430029326,2.024076261,2.052775754,1.29312,0.640058,0.390277,0.267831,2
62,0.590151301,0.347155302,2.20024688,1.912852548,0.296004433,0.365623064,0.083108503,0.075259551,1
63,-0.086843978,0.370197154,1.840192066,1.915822209,1.012701,0.684521,0.226114,0.195202,1
64,-0.364662254,0.188535812,1.378005223,1.981604668,0.451434,0.752196,0.278479,0.196871,1
65,-0.183710869,0.380148241,2.055758822,2.166218421,1.741852,0.730354,0.44658,0.331511,2
66,-0.086644414,0.461855042,1.839295304,1.995857304,1.085793779,0.962937984,0.399043237,0.328797346,1
67,-0.492807962,0.174212331,2.099583397,2.136516147,2.021787511,0.629724489,0.572983,0.391012749,1
68,0.460125371,0.663021056,2.295231981,2.215278587,2.595093417,1.024897741,-0.010692158,0.947474085,3
69,0.610925784,0.119383932,2.013810934,2.117034093,1.313372,0.630328,0.408794,0.227934,3
70,0.195805684,0.643433669,1.84239476,1.915030343,1.731449,1.740358,0.594534,0.439286,1
71,-0.658188958,0.094635667,1.726997601,1.894194421,0.122782,-0.179669,-0.809923,-0.618502,1
72,-0.278620851,0.055332173,2.099332289,2.103542108,1.316017828,0.831215184,0.585797988,0.045698364,1
73,-0.042447315,0.493398079,1.928231834,1.971216473,1.31469,0.502924,0.299709,0.153561,1
74,-0.599667186,0.152887719,2.172504416,2.00775352,2.45475046,1.262480388,0.749427151,0.300686839,1
75,0.29124954,0.695514563,2.729339283,1.894349331,0.111883,-0.10628,0.45567,-6.00E-06,2
76,0.008700054,0.193988445,2.274325782,2.210255632,1.777286335,1.176874555,0.60322011,0.40017419,2
77,-0.719801574,0.045286611,1.503266218,1.882967202,0.279187,0.236421,-0.170204,0.246551,1
78,-0.133179134,0.447991794,2.929418926,1.969067685,1.329284,0.424918,0.500158,0.415096,1
79,-0.132390134,0.445160469,1.733789645,2.105987,1.102459,0.610433,0.44311,0.245496,1
80,-0.644871856,0.029504369,1.496912677,1.87640905,1.452671596,0.411355166,-1.695805763,1.994594155,1
81,-0.190212945,0.346789771,1.845842713,1.900838369,0.802599,0.407845,0.30042,0.03308,1
82,0.561350173,0.362693537,1.768972734,1.859908376,1.280381738,0.350496105,0.241117156,0.059085044,1
83,0.173721227,0.663629419,1.990764947,2.087352717,1.68296,0.850729,0.4667075,0.3654385,2
84,-0.112777313,0.432962695,2.093472694,2.054038211,1.718861,0.961286,0.565892,0.420498,2
85,0.098034501,0.598712419,2.929418926,1.925420445,0.616287,0.139966,0.105287,-0.186747,1
86,0.137129437,0.379377705,1.907387657,1.8988489,0.858641111,0.486035718,0.347432171,0.122460056,1
87,0.790739722,0.268364932,1.996061603,2.002502477,0.731657,-0.262516,0.538168,-0.508312,1
88,-0.029965363,0.353039039,2.059074969,2.045232746,0.885879,0.612677,0.310234,0.436012,1
89,0.40588885,0.782548771,2.230532988,2.302785769,1.73319,1.065705,0.513806,0.41144,3
90,-0.142588506,0.169915166,1.929803132,1.914594615,1.091758635,0.614378165,-0.4002488,0.900724396,1
91,-0.142877441,0.484461332,1.999413045,2.030987661,1.81742719,1.068736184,0.412884625,0.428462495,1
92,-0.071881406,1.126712788,1.226859013,1.98611166,0,0,0,0,1
93,0.182445711,0.514650001,1.172620559,1.939144799,0.562272,0.035364,0.062194,0.08271,1
94,-0.42194729,0.190601341,2.002592887,2.037930206,1.800593,0.534702,0.811731,-0.130223,1
95,-0.171681118,0.477173156,2.450846053,1.930295214,0.935225,0.626058,0.381025,0.206887,1
96,0.453298921,0.983920415,2.121354236,2.188738786,2.057262152,1.067169819,0.452162029,0.387374083,4
97,0.038795199,0.511296877,2.273028487,2.295444755,1.98959078,1.03754871,0.43983951,0.398918719,2
98,0.259328759,0.348808393,2.267284912,2.329473462,1.466551336,1.042016534,0.82399913,-0.017230879,3
99,0.148851798,0.364675688,1.914451955,1.923618967,0.4502046,0.392907174,0.078388226,0.314045987,1
100,0.549598881,0.300057916,2.929418926,1.852479567,0.60483,-0.38954,0.563286,-0.476645,1
101,0.767900787,0.468291126,2.151576375,2.209904257,2.187908239,1.133332839,0.384288922,0.355931782,3
102,-0.29479897,-0.072914916,2.079057744,2.205121992,2.259382,1.208,0.758418,0.343534,2
103,0.256849572,0.726211827,2.929418926,1.91224603,0.795058,1.368374,0.739353,0.186422,1
104,0.79186807,0.257818892,2.6153811,1.933123148,-0.077105638,0.773220638,-0.613723,0.648134679,1
105,0.85331012,0.136323433,1.239478241,1.894781904,0.520609,0.768862,-0.164287,0.147956,1
106,-0.189151722,0.342481284,2.929418926,1.995873421,3.349730502,0.67610916,-0.389470663,0.848176989,1
107,0.140716725,0.3875343,1.753799639,2.101043628,1.243103,0.657072,0.381717,0.057935,1
108,-0.674212731,0.085885239,1.57737888,1.884111506,0.633423,0.339774,0.002277,0.012113,1
109,0.601234546,0.569324494,2.137397096,2.203451605,2.068821,1.290649,0.648837,0.472114,3
110,0.721584189,0.007404926,1.955139443,1.964392605,1.048757113,-0.021603469,-0.269591644,0.045835797,1
111,-0.171368115,0.250976457,2.297872472,2.343644683,2.587674,1.299993,0.572514,0.411581,2
112,0.566895714,0.981498681,2.243961419,2.298322979,2.420616996,0.95262721,0.150038794,0.608337816,3
113,0.032330553,0.295714067,1.786600386,2.079540331,1.955954834,0.918327918,0.284052248,0.33987165,1
114,-0.098837624,0.320535685,1.985776643,1.958586911,0.890461,0.519318,0.539629,0.249243,1
115,0.616700879,0.77256802,2.034379719,2.183770147,1.580311294,0.928330037,0.763000669,0.080118184,3
116,-0.237181106,0.212721817,1.344481069,1.963143697,1.785334613,0.995864085,0.263271302,0.476588077,1
117,-0.156868741,0.291564827,1.999000233,1.996683342,1.328676408,0.824170731,0.305280861,0.284453261,1
118,0.03947642,0.540640342,2.221104331,2.238149669,1.787032,0.692513,0.396809,0.30313,2
119,0.406435097,0.505337045,2.251639145,1.896976482,0.54003,0.326646,0.169051,0.023498,1
120,-0.598259323,0.046608804,1.169861188,1.886741303,1.91646161,0.805548036,0.321783354,0.255832651,1
121,0.508392431,0.404291017,2.540509713,1.995542184,2.116369,-0.150566,-0.712911,0.210735,1
122,-0.028510266,0.569425335,1.831502483,1.949056741,0.935225,0.626058,0.381025,0.206887,1
123,-0.124311474,0.465404374,2.235453727,2.199259925,1.97214204,1.025248034,0.401983927,0.348570714,2
124,0.068311161,0.150304281,2.065232215,2.074417789,0.713734,0.89246,0.345386,0.370116,2
125,0.215568209,0.273514501,1.920265754,2.032588005,0.94605,0.521748,0.484901,-0.073,2
126,0.356391192,0.718133991,2.217031595,2.222774798,2.316168756,0.96667269,-0.010748446,0.767112663,3
127,-0.103683596,0.101139057,2.260755221,2.293618613,2.363790711,1.149404938,0.437345351,0.461962137,2
128,-0.050946594,1.301341834,2.929418926,1.964681271,0,0,0,0,1
129,0.327453036,0.463708514,2.294516443,2.291608756,3.212368373,1.404480729,0.477507899,0.405217671,4
130,-0.165071054,0.497663881,1.990213167,1.905513632,0.505151,-0.111551,-0.106966,-0.254164,1
131,0.234322181,0.633503798,2.315722202,2.271699334,2.159911449,1.123279968,0.449065582,0.418134676,2
132,0.708551932,0.209040111,2.758776703,1.883218854,0.567997,-0.946872,0.872415,-0.51863,1
133,-0.047369767,0.33850168,1.819259577,1.97808931,0.973415,0.575112,0.354082,0.112326,1
134,0.461056128,0.421694214,2.929418926,1.955403033,1.458128019,0.757554664,-0.174201683,0.228707142,1
135,0.15558056,0.472679204,1.777020266,1.893750447,0.997896,0.306913,0.331171,0.169909,1
136,0.464868059,0.504629846,2.542879182,1.924526247,0.631832833,0.624665731,-0.286026564,0.602938821,1
137,-0.158942273,0.146500716,2.195015448,2.204220999,2.018479669,1.048943703,0.370974627,0.468312017,1
138,0.197960559,0.644189009,2.160121287,2.137573482,1.580688912,1.042612217,0.499701871,0.376613875,2
139,0.391273804,0.54480418,2.800129119,1.900755307,0.660544,-0.036927,-0.097751,-0.018195,1
140,0.181976031,1.447061849,2.465798237,1.95209493,0,0,0,0,1
141,0.425790391,0.665005634,2.363344252,2.239883694,2.088077344,1.177876722,0.305658935,0.432962902,3
142,-0.222973078,0.172278728,2.110959107,2.035747861,1.80641,1.07012,0.570316,0.477576,2
143,0.567972957,0.311380644,2.858449885,1.950035406,0.156090364,0.395810154,-0.021258518,0.023563781,1
144,-0.317064375,0.359804857,1.707202428,1.923506744,0.715704,0.339493,0.244521,-0.062166,1
145,-0.266753426,0.291340123,2.251107205,1.887884995,0.197989,0.289047,-0.050133,0.335703,1
146,-0.238471174,0.392742873,1.650227652,1.880908555,0.359497,-0.286913,0.575127,-0.519222,1
147,0.265653988,0.577560758,1.90649666,1.983479874,1.822721381,0.959810005,0.501329615,0.376506,2
148,-0.370521561,0.264023087,2.007030814,2.008224621,1.875991883,0.967110228,0.324398889,0.473289986,1
149,-0.085895052,0.263565443,2.196776484,2.221358702,2.880220864,1.212096498,0.404649638,0.534587787,2
150,-0.48980011,0.191742109,2.408916463,1.975042405,1.513256,0.764286508,0.439372492,0.252817,1
151,-0.300047213,0.287502577,1.856465274,1.959305277,0.649224,0.049596,-0.125482,-0.352776,1
152,0.382483077,0.661749034,2.929418926,1.946461501,3.077841054,0.465025228,-0.012312281,0.426952553,1
153,0.031316701,0.463230059,1.821077443,1.94351438,1.77128579,0.619253932,-0.017927722,0.468606691,1
154,0.321112044,0.519491134,2.929418926,1.927934405,1.017850957,0.449608087,0.284936956,-0.013355876,1
155,0.273169742,0.462176803,2.929418926,2.086776482,1.086094,0.363941,0.880224,-2.537,1
156,0.145205672,0.387713165,2.929418926,2.000606763,0.515065,0.504482,-0.003914,0.450926,1
157,0.137481384,0.645219019,2.277766586,2.251997818,1.977368,0.951751,0.820612,0.183857,2
158,0.441374766,0.164576851,2.355706754,2.30757183,1.347909,1.443993,0.580822,0.448183,4
159,0.069209576,0.615476653,2.281293957,2.2749668,1.509286,1.350119,0.744823,0.454728,2
160,0.296992127,0.456286139,1.772622278,1.885374056,1.818091458,1.512528828,-2.140783285,0.899441534,1
161,0.49553106,0.577526207,2.929418926,1.874940571,1.320823,0.41934,0.641109,0.293788,1
162,0.214782662,0.601076101,2.29170146,2.298763524,2.368347704,1.138042621,0.374781674,0.481168784,4
163,-0.367362347,0.211024917,2.181659231,2.191776194,1.873554191,0.961610612,0.370243197,0.358904748,2
164,-0.084336687,0.343870642,2.929418926,1.941059263,3.648558,1.546287,0.718899,-0.215824,1
165,0.473768409,0.384163983,1.601638815,2.105631396,0.333366,0.452009,-0.14228,0.513385,2
166,-0.151092107,0.259595169,2.006445504,1.891793332,2.532135,0.252375,0.843201,1.186127136,1
167,-0.263508092,0.173770912,2.038497088,2.127607932,2.939898935,1.116297107,0.082955958,0.771056034,1
168,-0.183575262,0.448267462,2.323938012,2.197451264,6.45483,3.502357388,-1.319809388,2.217982972,2
169,0.174008425,0.518293101,2.237116472,2.287896884,1.792218546,0.890806567,0.390813887,0.323793792,2
170,0.380957559,0.38243516,2.241701394,1.981743154,0.871573,0.663683,0.246406,0.497866,1
171,0.111919557,0.629992326,2.929418926,1.929790063,0.764579206,0.438143243,0.18093955,0.143307445,1
172,-0.144637062,0.291968984,2.215616892,2.072411156,1.747629,1.036316,0.469614,0.421898,2
173,0.681846545,0.701242466,2.30753861,2.230469282,1.97069,1.348033,0.602277,0.424622,3
174,-0.089828996,0.341797591,2.207208938,2.215795974,2.772768547,1.023271239,-0.810491786,1.564324589,2
175,0.189698733,0.599154368,2.238646696,2.253194509,2.127025479,1.008775747,0.395644774,0.393797173,2
176,0.051896769,0.393541959,2.086919301,1.900027919,0.23227,0.039133,0.570175,0.151691,1
177,0.032311008,0.590566692,2.929418926,1.937322616,0.688869,0.713979,0.187328,-0.099039,1
178,0.340599007,0.51305888,2.929418926,2.041640699,1.134867431,1.043489867,0.761826702,0.642252139,1
179,0.244644126,0.756399479,1.909795146,1.964626292,1.916343543,0.747490897,0.43350956,0.059773797,1
180,0.171326561,0.493218984,1.29980447,1.883319173,0.341917,-0.465467,0.267696,-0.077421,1
181,-0.551011251,-0.104821787,2.235002986,2.188567602,3.721355415,0.950644988,-0.529169403,1.203504238,1
182,-0.401917213,0.490481709,1.944022224,1.959472104,1.201845,0.442382,0.253451,0.191804,1
183,-0.208437843,0.252866938,2.079680434,2.00460396,0.986508,0.586298,0.874969,0.312777,1
184,0.998872015,0.401581273,2.19914737,2.254555956,4.252972469,1.03361952,-1.922189989,2.629449688,3
185,0.438439801,1.090698791,2.280664128,2.214067223,-1.392104633,1.191938463,4.08133517,-3.310201614,4
186,0.519643649,0.512169488,1.582267502,1.91721196,3.479538586,0.330446577,-2.669589162,2.883095696,1
187,-0.062483081,0.417094444,1.905183066,1.996605219,2.556081702,1.219009811,-0.894041514,1.464957827,1
188,-0.185303375,0.121726912,2.052876353,2.042224037,1.712013106,0.996411398,0.399560497,0.411049559,2
189,-0.619614706,0.050809076,1.859535378,1.965415295,1.308803,0.765739,0.318952,0.060212,1
190,-0.140938434,0.482785894,2.827473052,1.910686984,0.935225,0.626058,0.381025,0.206887,1
191,0.511084017,0.489805909,1.983721028,1.921939229,0.688912541,0.403283143,-1.786260684,2.079296867,1
192,0.886650034,0.163663573,2.929418926,1.910688691,0.520609,0.768862,-0.164287,0.147956,1
193,0.393967099,0.197529413,1.937283932,1.903204354,-22.67835554,0.01479009,22.66356545,-22.53386858,1
194,-0.353570392,0.122114499,1.959386352,1.985015159,1.439056,0.951527,0.703458,-0.292972,1
195,0.783512515,0.761016965,2.240597717,2.291660946,1.827285363,0.893989869,0.365680768,0.291701121,4
196,0.684070047,0.270496508,2.894430903,1.914644308,0.283249,0.669549164,-0.330486164,0.405778501,1
197,-0.281979001,0.364682884,2.135911043,2.112103934,3.550678,1.095652,0.813821,-0.062035,2
198,0.041213525,0.403412369,2.084098041,2.121117775,1.718819,0.865066,0.453962,0.379699,2
199,0.172508682,0.592580939,2.388994992,2.321739569,2.369047,1.289415,0.619666,0.422761,2
200,0.323803914,0.486044548,2.929418926,1.892296837,0.519357,-0.096353,-0.118681,0.198879,1
201,0.496562167,0.747698167,2.018176783,2.163158243,1.527256,0.907878,0.473649,0.250103,3
202,-0.206511672,0.303532094,2.359409209,2.292277032,2.622741937,1.603666896,0.488278167,0.428965255,1
203,-0.021194588,0.300462804,1.712752961,1.98264782,0.615522704,0.749324928,0.221365369,0.25177071,2
204,0.250455069,0.468295935,2.785191237,1.915626475,0.862398,0.269307,0.360301,0.234663,1
205,0.00058371,0.393446452,2.378638641,2.107500477,0.595866,0.758263,0.373635,0.329189,1
206,-0.282655561,0.294778578,1.977515277,2.065140643,0.929008,0.986746,0.689253,0.31842,1
207,0.047428621,0.314203318,2.279731034,2.219626225,1.819164425,1.101764878,0.498856697,0.338259833,2
208,0.348471807,0.432032509,2.929418926,1.883201237,1.0247,-0.277554,0.184988,-0.336981,1
209,0.182668163,0.405708855,2.037545853,1.972794728,1.828565162,0.944256148,0.49410669,0.294908565,2
210,0.280310791,0.660579989,2.29954761,2.283724866,2.44963359,1.420647161,0.377809249,0.40907311,4
211,-0.195252239,0.393732307,2.190958171,2.097408644,1.745006383,1.209743203,0.413664414,0.399828675,2
212,-0.118078858,0.278980431,2.072885209,2.117379889,1.948272108,0.95246081,0.419760082,0.307356111,2
213,0.149066236,0.462523996,2.386628361,2.259164102,1.845686,1.56045,0.656129,0.428284,4
214,-0.637897577,-0.102011006,2.042836326,2.027687614,1.630934,0.736671,0.390194,0.296759,1
215,0.119152371,0.528566405,1.90848073,1.980721905,0.49418,0.657284,0.294731,-0.671568,1
216,-0.02959518,0.200586129,2.266991987,2.241156137,1.258812,1.580156,0.624499,0.831465302,4
217,-0.061030259,0.590399394,2.356522582,2.297345644,1.597795,1.316739,0.563251,0.40609,2
218,0.424078549,0.345661088,2.929418926,1.944014616,0.363176364,0.591786414,0.335064222,-0.005736919,1
219,0.257183187,0.787156772,2.228946528,2.213329602,1.725260004,0.84829427,0.343738726,0.369638731,3
220,0.031685215,0.259442431,1.130670297,1.88122178,1.213495,0.596299,0.304485,0.273783,1
221,-0.382706891,0.012464435,1.99379388,2.069946674,1.388106927,0.615869702,0.636183371,0.362741603,2
222,-0.030605912,0.476068088,2.313869497,1.933953727,0.703672319,0.43315284,0.200307841,0.083317786,1
223,-0.147226885,0.354081295,1.921660365,1.963840223,2.274684593,1.744665531,0.897958876,-0.135295984,1
224,-0.355363149,0.074753739,2.12101169,2.109750476,1.689902,0.780436,0.380222,0.262486,2
225,-0.011932936,0.460410467,2.39520771,2.404863193,1.668686931,1.613817782,0.456762287,0.416880345,2
226,0.734585209,0.778027932,2.317716178,2.542745218,-1.435640944,4.256792944,0.544332,-2.022852262,3
227,0.485291355,0.966721204,2.014979372,2.009545266,1.924980141,0.937752422,0.355356437,0.376509994,3
228,0.240273781,0.586957052,1.228026479,1.880949002,0.056139,-0.059967,0.179912,0.034293,1
229,0.038798322,0.647626957,2.174436808,1.956198359,0.586283,0.057905,0.02009,-0.455425,1
230,-0.663608872,0.02345677,1.918943964,2.012815931,1.332519,0.549628,0.323025,0.250789,1
231,0.198302546,0.330225983,1.995614664,2.018528744,2.157094576,1.165146204,0.47588722,0.5189928,2
232,0.498643636,0.948940616,2.076028309,2.21556759,1.724681496,0.972766327,0.592066177,0.150522938,4
233,-0.200656893,0.333809373,2.110125036,2.033142459,2.089725618,1.093560679,0.288002704,0.659043139,2
234,0.25708529,0.419850323,1.882886735,1.948630909,0.556575961,0.427600039,0.057923,0.416852349,1
235,-0.112526923,0.517814269,1.33893103,1.979453812,1.228183,0.662655,0.322576,0.261744,1
236,-0.221298071,0.368998618,1.841409092,1.896392271,0.293428,-0.220768,-0.509941,-0.7446,1
237,-0.095987944,0.236986282,2.009847317,1.898463759,0.061926,0.019528,0.711031,-1.3526,1
238,0.088000349,0.684888646,2.288272013,2.271996485,2.004696,1.278869,0.637059,0.346569,2
239,-0.585045497,-0.012715176,1.687449702,1.856143921,0.840683,-0.784483,1.456187,-0.557024,1
240,-0.263892898,-0.062250252,1.986577109,2.151277219,3.932201885,1.031960303,0.284497812,0.511794664,2
241,-0.205509465,0.29716503,2.318569828,2.218047582,1.582813,0.992314896,0.426185104,0.323853377,2
242,0.526915697,0.433897345,2.716240554,1.907237307,0.652366,-0.140888,-0.039144,-0.034041,1
243,0.282561058,0.433571869,1.805066122,1.983696522,0.515816,0.584572,0.157148,-0.179474,1
244,0.162644237,0.107687155,2.046584628,2.062895541,1.787679876,0.992966291,0.357306833,0.407522774,2
245,-0.361553971,0.199236866,1.697726752,1.977306162,2.700693,0.688459,0.549191,0.000227,1
246,0.340930713,0.762275914,1.910843919,1.904374926,0.52234,-0.1351,-0.090388,0.087211,1
247,-0.063868948,0.492702893,2.549997382,2.007684976,1.132821,0.569098,0.769277,-2.497434,1
248,0.806100662,-0.219583152,2.777921375,1.859477221,0.232643295,0.753514432,-0.496346726,-0.216904215,1
249,0.239207807,0.401494348,2.640166782,1.866648628,1.222576071,0.615087395,0.248220533,0.076224222,1
250,-0.196184563,0.218524913,2.100545331,2.014669303,1.452857294,0.918663134,0.598803573,0.195247039,2
251,0.274477574,0.76453118,1.765749871,2.068754319,1.459097786,0.75645549,0.199949725,0.290856721,2
252,-0.1802063,0.319724787,2.306025636,2.20152155,2.058221,1.018399,0.815073,-0.015118,2
253,-0.133487505,0.467975042,1.217129916,1.854152402,2.433178,0.677462,0.763172,-0.277819,1
254,0.049557523,0.598273976,2.221147319,2.072013454,2.40071132,0.981513518,0.286628162,0.588200088,2
255,-0.141802211,0.376130711,2.203230044,2.177421173,1.851363,0.879727,0.5287,0.359389,2
256,-0.168820875,0.282166585,2.929418926,2.068184043,1.455537786,1.020257574,0.78536164,0.041425111,2
257,0.168560851,0.78842284,1.97129863,1.882786743,1.020449,0.341332,0.162962,0.301967,1
258,0.063234376,0.553928046,2.091402819,2.00947448,-0.286267,0.420025,0.177658,0.112227,1
259,0.609278349,0.314624222,2.929418926,1.956983524,-0.165285211,0.504172667,-0.502057456,0.487546999,1
260,0.401765646,0.613500509,2.727817442,1.955234588,-0.021831,-0.689219,0.529406,-0.709009,1
261,-0.198298477,0.284326545,2.024783496,2.095403145,1.430727883,0.82352583,0.555361287,0.076058816,1
262,0.003374723,0.493906913,1.974596563,2.197391944,1.951894,0.929108,0.518009,0.394522,2
263,0.227605167,0.425178015,2.929418926,1.966948489,1.452820046,0.372491179,-0.027214225,0.326236203,1
264,-0.025111049,0.433657243,1.532749921,1.918116296,-0.12239,-0.270218,0.243078,-0.288879,1
265,0.471531957,0.368582132,2.905256049,1.973690944,0.179078815,0.37584659,-0.139836405,0.505772648,1
266,0.180266176,0.695762264,2.400475595,2.355340126,1.421127947,1.56265067,0.298509383,0.728724019,2
267,0.695544323,0.917978929,2.049894646,2.281726889,1.848564946,0.940211516,0.376391538,0.301587548,4
268,0.508383142,0.453795345,1.899129403,1.908811475,2.693514813,0.403902448,0.220359739,0.179990222,1
269,0.699615366,0.287892923,2.791834981,1.904532357,1.138440899,-0.000951783,-0.088230117,0.085307016,1
270,0.765735854,0.135602342,2.752220517,1.997711852,0.721984,0.676748,-0.17878,0.019408,1
271,-0.095072814,0.438903789,2.049985928,2.079486719,3.179862,0.754526,0.800757,-0.255252,1
272,-0.124168393,0.381705636,2.235748064,2.083559662,1.634266,0.450991,0.748546,0.421141,2
273,-0.048756051,0.264611351,2.095814244,2.065426337,1.755404251,1.008364742,0.614105007,0.236328234,2
